Local;Número;Título;Fase;Tier;Change Manager;Iniciador;Representante da qualidade;Prod Impact;Reg. Impact;Change Driver;Created;Approval;Planned Completion;Planned Verification;Planned Regulatory Closure Date;Closed;Change Mgr Dept;Site Review Council;Is there artwork impact?;Actual Regulatory Approval Date;Quality Verification Completion Date;Regulatory Rep
Cruzeiro;CR025896;Aquisição de novos equipamentos - Novo Ectos;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Maria Leticia Vilas Boas;No;No;Safety and Environmental;jul 1, 2021;dez 15, 2021;jul 26, 2024;ago 10, 2024;;ago 9, 2024;Engineering;;;;ago 9, 2024;Phelipe Montenegro
Cruzeiro;CR025758;Alteração na técnica de análise da matéria-prima Deltametrina C-CQ-TCMP-020;Closed;Tier 1;;Livia Martins Pereira;Samira Gaspar;;;;jun 25, 2021;jun 30, 2021;jul 20, 2021;ago 4, 2021;;set 25, 2021;Quality Control;;;;;
Cruzeiro;CR025727;API Restructuring - Aprovação do fabricante Alivira Animal Health para o material Fenbendazol;Post Implementation;Tier 2;Rafael Brandão Nascimento;Thaís Sant'Anna;Anderson da Silva;No;No;Business/process improvement or change;jun 24, 2021;ago 2, 2021;set 12, 2025;set 27, 2025;;;Packaging;Izabel Barcza;;;;"Aline Ishziuka; Phelipe Montenegro"
Cruzeiro;CR025617;Correção de erro de digitação na Especificação do Produto Bovguard;Cancelled;Tier 1;;Roger Oliveira;Samira Gaspar;;;;jun 21, 2021;;jul 16, 2021;jul 31, 2021;;;Quality Control;;;;;
Cruzeiro;CR025539;Alteração de local de fabricação do princípio ativo Progesterona do site Zhejiang Xianju Pharmaceutical CO. Ltd.;Closed;Tier 1;Rafael Brandão Nascimento;Thaís Sant'Anna;Samira Gaspar;No;No;Business/process improvement or change;jun 17, 2021;ago 5, 2021;out 31, 2024;nov 15, 2024;;nov 9, 2024;Packaging;;;;nov 9, 2024;"Aline Ishziuka; Phelipe Montenegro"
Cruzeiro;CR025528;Qualificação de Equipamentos e Validação de Processos na nova área de fabricação de Ectoparasiticidas.;Implementation;Tier 1;Juliana Silva;Juliana Silva;Anderson da Silva;No;No;Business/process improvement or change;jun 17, 2021;ago 25, 2021;jun 26, 2026;jul 11, 2026;;;GTO-PTS;;;;;"Aline Ishziuka; Phelipe Montenegro"
Cruzeiro;CR025473;Avaliar a eficácia dos procedimentos de limpeza dos sistemas de formulação e envase do Tick Gard após a fabricação dos três lotes pilotos do Bovguard.;Closed;Tier 1;Lucas Paixao;Lucas Paixao;Samira Gaspar;No;No;Routine (Master Data, Like-for-Like, etc);jun 15, 2021;jul 19, 2021;nov 19, 2021;dez 4, 2021;;nov 8, 2021;GTO-PTS;;;;;"Aline Ishziuka; Heloiza Pereira"
Cruzeiro;CR025364;Novo Regulamento para transporte aéreo de artigos perigosos RBAC 175/21 - ANAC Agencia Nacional de Aviação Civil;Closed;Tier 1;Williseane Guimaraes Portugal;Williseane Guimaraes Portugal;Samira Gaspar;No;No;Safety and Environmental;jun 10, 2021;set 8, 2021;out 14, 2021;out 29, 2021;;out 5, 2021;SHE;;;;;"Aline Ishziuka; Raquel Pinto Lopes"
Cruzeiro;CR025295;Adequação do processo de secagem dos comprimidos para não extrapolação do limite superior de temperatura na estufa Usiram (ESTU011C);Closed;Tier 1;Pedro Bonfim;Murilo Antunes;Samira Gaspar;No;No;Quality/Compliance;jun 8, 2021;jun 23, 2021;mar 25, 2022;abr 9, 2022;;mar 18, 2022;GTO-PTS;;;;;Raquel Pinto Lopes
Cruzeiro;CR025264;Inclusão do exaustor BIBO (BILB003C) na Sala de Formulação de Supensões.;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Samira Gaspar;No;No;Safety and Environmental;jun 7, 2021;set 1, 2022;set 28, 2022;out 13, 2022;;set 28, 2022;Manufacturing;;;;set 28, 2022;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR025053;COVID-19 (Plano de contingência) - Preenchimento eletrônico de anexos e FQs do sistema da Qualidade pelo Adobe Sign;Cancelled;Tier 1;;Samira Gaspar;Maria Leticia Vilas Boas;;;;mai 26, 2021;;jan 14, 2022;jan 29, 2022;;;Quality Assurance;;;;;
Cruzeiro;CR024909;Instalação de bomba automática de cloração de água no tanque de água bruta TQSC006C.;Implementation;Tier 1;Peterson Lopes;Peterson Lopes;Anderson da Silva;No;No;Business/process improvement or change;mai 20, 2021;jun 11, 2021;dez 12, 2025;dez 27, 2025;;;Manufacturing;;;;;Phelipe Montenegro
Cruzeiro;CR024822;Utilização do diclorofention lote 0000045680 na formulação do produto Matabicheiras após filtração.;Closed;Tier 1;Sarah Lana;Sarah Lana;Samira Gaspar;No;No;Quality/Compliance;mai 17, 2021;mai 20, 2021;nov 29, 2022;dez 14, 2022;;dez 2, 2022;Manufacturing;;;;dez 2, 2022;Raquel Pinto Lopes
Cruzeiro;CR024476;Atualizar as artes do produto Panacur Suspensão 10% destinado aos países Colômbia, Equador, Peru e Venezuela;Closed;Tier 2;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;No;Routine (Master Data, Like-for-Like, etc);mai 3, 2021;jun 23, 2021;mar 6, 2023;mar 21, 2023;;mar 7, 2023;Packaging;Izabel Barcza;;;mar 7, 2023;Daniele Ferreira Dos Santos
Cruzeiro;CR024472;Alteração da Especificação do Material 2000873 Aplicador Intravaginal - Crestar IVG;Closed;Tier 1;;Hellyn Thyffani de Oliveira Pereira;Samira Gaspar;;;;mai 3, 2021;jul 2, 2021;set 17, 2021;out 2, 2021;;set 28, 2021;Packaging;;;;;
Cruzeiro;CR024376;Limpeza de tubulação da linha de efluentes do produto Calminex;Closed;Tier 1;Williseane Guimaraes Portugal;Williseane Guimaraes Portugal;Maria Leticia Vilas Boas;No;No;Safety and Environmental;abr 28, 2021;abr 28, 2021;jul 19, 2021;ago 3, 2021;;set 22, 2021;SHE;;;;;Raquel Pinto Lopes
Cruzeiro;CR024175;Atualização do Logbook CQ-076;Closed;Tier 1;;Livia Martins Pereira;Samira Gaspar;;;;abr 20, 2021;abr 20, 2021;abr 30, 2021;mai 15, 2021;;mai 6, 2021;Quality Control;;;;;
Cruzeiro;CR024146;Alteração nas etapas de produção do Febantel do fornecedor Yabang-QH, utilizado na fabricação do comprimido Endal Plus.;Closed;Tier 1;Suyane Zaparoli;Suyane Zaparoli;Samira Gaspar;No;No;Business/process improvement or change;abr 19, 2021;ago 2, 2021;ago 9, 2021;ago 24, 2021;;set 21, 2021;Validation/Qualification;;;;;"Aline Ishziuka; Anna Carolina Sousa Alves"
Cruzeiro;CR024016;Criação da apresentação de 1L do produto Tickgard 1L para o país Colômbia.;Closed;Tier 1;Cristina Novaes;Cristina Novaes;Samira Gaspar;No;No;Business/process improvement or change;abr 13, 2021;mai 18, 2021;jul 30, 2021;ago 14, 2021;;set 21, 2021;Packaging;;;;;Aline Ishziuka
Cruzeiro;CR023973;Separação dos registros de limpeza dos equipamentos utilizados nos envases de Panacur Suspensão e Sofomax (Todas apresentações);Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;abr 12, 2021;abr 15, 2021;mai 14, 2021;mai 29, 2021;;set 25, 2021;Manufacturing;;;;;
Cruzeiro;CR023907;Instalação de válvula automática e controlador de temperatura no tanque de formulação TQCC007C.;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Samira Gaspar;No;No;Business/process improvement or change;abr 8, 2021;mai 21, 2021;set 20, 2021;out 5, 2021;;set 27, 2021;Manufacturing;;;;;Raquel Pinto Lopes
Cruzeiro;CR023841;Reembalagem Categoria 2 para o produto 5001431 Panacur 100mL Colômbia 010/21 sem abertura de ordem no sistema SAP;Cancelled;Tier 1;Maria Leticia Vilas Boas;Maria Leticia Vilas Boas;Juliana Oliveira Silva;No;No;Business/process improvement or change;abr 6, 2021;;jul 23, 2021;ago 7, 2021;;;Quality Assurance;;;;;
Cruzeiro;CR023775;Revisão do Procedimento C-CEP-POP-007 Amostragem e Análise de Material de Embalagem e C-CEP-TCME-012 Análise de Material de Embalagem;Closed;Tier 1;;Hellyn Thyffani de Oliveira Pereira;Samira Gaspar;;;;abr 1, 2021;mai 26, 2021;dez 13, 2021;dez 28, 2021;;dez 16, 2021;Packaging;;;;;
Cruzeiro;CR023767;"Inclusão do termo ""NA"" no campo de registro de parâmetro da esteira nos Batches Records de envase de suspensões.";Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;abr 1, 2021;abr 8, 2021;mai 28, 2021;jun 12, 2021;;set 28, 2021;Manufacturing;;;;;
Cruzeiro;CR023688;"Revisão de Batch Records de granel, para inclusão dos ""Tempos de Espera de Utensílio Sujo e Limpo"", para os utensílios de pesagem de matéria-prima (Almoxarifado).";Closed;Tier 1;Luiz Fernando Mendes;Luiz Fernando Mendes;Samira Gaspar;No;No;Quality/Compliance;mar 29, 2021;ago 9, 2021;jun 20, 2022;jul 5, 2022;;fev 23, 2022;GTO-PTS;;;;;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR023531;Melhoria no gargalo do frasco 2000634 - Frasco 5L bco triang. costal e PEAD;Closed;Tier 1;;Luciene Ribeiro;Samira Gaspar;;;;mar 22, 2021;abr 15, 2021;set 30, 2021;out 15, 2021;;out 1, 2021;Packaging;;;;;
Cruzeiro;CR023519;Troca do instrumento de medição de ozônio ambiental HORIBA (MEOZ001C) pelo GI na área onde esta instalado o sistema de purificação de água.;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Samira Gaspar;No;No;Business/process improvement or change;mar 22, 2021;abr 27, 2021;jul 16, 2021;jul 31, 2021;;set 21, 2021;Manufacturing;;;;;Raquel Pinto Lopes
Cruzeiro;CR023495;Inclusão do exaustor BIBO (BILB003C) na Sala de Formulação de Supensões.;Cancelled;Tier 1;;Peterson Lopes;Samira Gaspar;;;;mar 20, 2021;;jul 23, 2021;ago 7, 2021;;;Manufacturing;;;;;
Cruzeiro;CR023464;Alteração em campos de registros dos Batches Records C-BR-4000131, C-BR-4000201, C-BR-4000182, C-BR-4000134 e C-BR-4000252;Closed;Tier 1;;Peterson Lopes;Samira Gaspar;;;;mar 18, 2021;mar 26, 2021;abr 16, 2021;mai 1, 2021;;mai 6, 2021;Manufacturing;;;;;
Cruzeiro;CR023458;Atualização das artes do produto Flotril Comprimidos 50 mg Nacional com a aprovação do SIPEAGRO;Closed;Tier 1;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;No;Routine (Master Data, Like-for-Like, etc);mar 18, 2021;mar 24, 2021;fev 25, 2022;mar 12, 2022;;fev 23, 2022;Packaging;;;;;Raquel Pinto Lopes
Cruzeiro;CR023398;Implementação do JOB automático para transferência de saldo para o depósito 0030 nos centros da companhia 0442;Cancelled;Tier 1;;Elicardo Silva;Samira Gaspar;;;;mar 16, 2021;;;;;;Quality Assurance;;;;;
Cruzeiro;CR023371;Alteração na especificação de teor dos ativos do produto Sofomax/Fluxacur (África do Sul);Closed;Tier 1;;Maria Leticia Vilas Boas;Samira Gaspar;;;;mar 15, 2021;mar 18, 2021;abr 9, 2021;abr 24, 2021;;mai 6, 2021;Quality Assurance;;;;;
Cruzeiro;CR023271;Atualização da FEPA-015 para paletização de 120 caixas C31-V.;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;mar 10, 2021;mar 11, 2021;abr 16, 2021;mai 1, 2021;;mai 6, 2021;Packaging;;;;;
Cruzeiro;CR023241;Criação da nova apresentação de 5L do produto Taktic EC para o país México;Post Implementation;Tier 1;Vilmar Alves;Vilmar Alves;Anderson da Silva;No;No;Business/process improvement or change;mar 10, 2021;mar 23, 2021;set 26, 2025;out 11, 2025;;;Packaging;;;;;Aline Ishziuka
Cruzeiro;CR023195;Alteração das artes das Bisnagas de Calminex;Closed;Tier 1;;Thaís Sant'Anna;Samira Gaspar;;;;mar 8, 2021;mar 18, 2021;ago 13, 2021;ago 28, 2021;;set 25, 2021;Packaging;;;;;
Cruzeiro;CR023183;Alteração da periodicidade da qualificação/calibração dos equipamentos e instrumentos do laboratório do Controle de Qualidade;Cancelled;Tier 1;Adna Mendes;Mariana Paiva Andrade;Samira Gaspar;No;No;Business/process improvement or change;mar 8, 2021;;dez 1, 2021;dez 16, 2021;;;Quality Control;;;;;Raquel Pinto Lopes
Cruzeiro;CR023019;Alteração na especificação de teor dos ativos do produto Sofomax nas apresentações destinadas aos países Colômbia e Peru.;Closed;Tier 1;;Maria Leticia Vilas Boas;Samira Gaspar;;;;mar 1, 2021;mar 8, 2021;abr 9, 2021;abr 24, 2021;;mai 6, 2021;Quality Assurance;;;;;
Cruzeiro;CR023014;Inclusão nos procedimentos e Batches Records de Flotril 50 mg e Flotril 150 mg a necessidade de uso de amostrador em lança para retirada de amostra.;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;mar 1, 2021;mar 1, 2021;ago 16, 2021;ago 31, 2021;;set 27, 2021;Manufacturing;;;;;
Cruzeiro;CR022838;Alteração do nome do material Crodamol CAP no fornecedor para SP CRODAMOL CAP MBAL-LQ-(LK);Closed;Tier 1;;Thaís Sant'Anna;Samira Gaspar;;;;fev 19, 2021;mar 11, 2021;abr 23, 2021;mai 8, 2021;;mai 6, 2021;Packaging;;;;;
Cruzeiro;CR022737;Revisão dos procedimento de formulação e BR de formulação e envase do produto Calminex;Closed;Tier 1;;Peterson Lopes;Samira Gaspar;;;;fev 16, 2021;fev 24, 2021;mai 25, 2021;jun 9, 2021;;set 27, 2021;Manufacturing;;;;;
Cruzeiro;CR022689;Alteração das especificações e artes dos Cartuchos para comprimidos;Closed;Tier 1;;Maria Paula Para Nogueira;Samira Gaspar;;;;fev 12, 2021;fev 19, 2021;jul 8, 2021;jul 23, 2021;;set 28, 2021;Packaging;;;;;
Cruzeiro;CR022605;Qualificação de um novo fornecedor do frasco para a apresentação de 20 mL do produto Butox P CE.;Closed;Tier 1;Rafael Brandão Nascimento;Thaís Sant'Anna;Samira Gaspar;No;No;Business/process improvement or change;fev 10, 2021;mar 8, 2021;ago 31, 2023;set 15, 2023;;set 6, 2023;Packaging;;;;set 6, 2023;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR022566;Atualização das artes do produto Matabicheiras Cooper Nacional para a nova Responsável Técnica - Raquel Pinto Lopes;Closed;Tier 1;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;No;Routine (Master Data, Like-for-Like, etc);fev 9, 2021;fev 25, 2021;ago 27, 2021;set 11, 2021;;set 21, 2021;Packaging;;;;;Raquel Pinto Lopes
Cruzeiro;CR022559;Correção da informação de quantidade mínima de Álcool Isopropílico na limpeza completa do C-BR-4003787 Solutick Granel;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;fev 9, 2021;fev 11, 2021;mar 12, 2021;mar 27, 2021;;mai 6, 2021;Manufacturing;;;;;
Cruzeiro;CR022344;Controle de Acesso;Closed;Tier 1;;Sergio Baetas;Samira Gaspar;;;;jan 29, 2021;fev 5, 2021;jun 30, 2022;jul 15, 2022;;jul 1, 2022;Manufacturing;;;;jul 1, 2022;
Cruzeiro;CR022328;Ajuste da unidade de medida de pesagem de Kg para g para produtos com componenetes das fórmulas inferiores a 1,000 Kg;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jan 29, 2021;fev 1, 2021;ago 16, 2021;ago 31, 2021;;set 28, 2021;Manufacturing;;;;;
Cruzeiro;CR022302;Validação do processo de envase do Sofomax suspensão 100 mL;Cancelled;Tier 2;Rafael Henrique de Moraes;Rafael Henrique de Moraes;Samira Gaspar;No;No;Business/process improvement or change;jan 28, 2021;;mar 31, 2021;abr 15, 2021;;;Validation/Qualification;Izabel Barcza;;;;
Cruzeiro;CR022292;Correção da unidade de medida do ácido acético cristalizável PA na formulação de Butox P CE;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jan 28, 2021;jan 28, 2021;fev 12, 2021;fev 27, 2021;;mai 6, 2021;Manufacturing;;;;;
Cruzeiro;CR022272;Exclusão do C-PRD-POP-035 FQ 001 Controle de Envio de Materiais Gráficos à Destruição;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jan 27, 2021;fev 18, 2021;jun 29, 2021;jul 14, 2021;;set 25, 2021;Manufacturing;;;;;
Cruzeiro;CR022231;Atualização Windows Server PERCEPTEC;Closed;Tier 1;Andre Martins de Mello;Andre Martins de Mello;Samira Gaspar;No;No;Business/process improvement or change;jan 26, 2021;fev 9, 2021;dez 17, 2021;jan 1, 2022;;dez 17, 2021;IT;;;;;Raquel Pinto Lopes
Cruzeiro;CR022174;Adequação do nome do material 0000252- Crodamol CAP para SP CRODAMOL CAP MBAL-LQ-(LK);Cancelled;Tier 1;Thaís Sant'Anna;Thaís Sant'Anna;;No;No;Business/process improvement or change;jan 22, 2021;;;;;;Packaging;;;;;
Cruzeiro;CR022159;Alteração de responsabilidade do procedimento de Holding Time de Processos;Closed;Tier 1;Juliana Silva;Juliana Silva;Samira Gaspar;No;No;Business/process improvement or change;jan 21, 2021;jan 29, 2021;mai 19, 2021;jun 3, 2021;;set 30, 2021;GTO-PTS;;;;;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR022129;Atualização do Windows Server PERCEPTEC;Cancelled;;Alvaro Sanchez;Andre Martins de Mello;;;;Business/process improvement or change;jan 20, 2021;;;;;;IT;;;;;
Cruzeiro;CR021996;Alteração de local de fabricação do princípio ativo Progesterona do site Zhejiang Xianju Pharmaceutical CO. Ltd.;Cancelled;Tier 1;Thaís Sant'Anna;Thaís Sant'Anna;Samira Gaspar;No;No;Business/process improvement or change;jan 14, 2021;;mar 18, 2022;abr 2, 2022;;;Packaging;;;;;
Cruzeiro;CR021881;Correção de Batches Records de envase - título do formulário de limpeza;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jan 11, 2021;jan 12, 2021;jan 28, 2021;fev 12, 2021;;mai 6, 2021;Manufacturing;;;;;
Cruzeiro;CR021839;Correção do título (nome do país) no C-BR-5000368;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jan 7, 2021;jan 11, 2021;jan 28, 2021;fev 12, 2021;;mai 6, 2021;Manufacturing;;;;;
Cruzeiro;CR021810;Correção da TAG da carcaça de filtro na documentação do produto Supramec Pour On;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jan 6, 2021;jan 11, 2021;fev 25, 2021;mar 12, 2021;;mai 6, 2021;Manufacturing;;;;;
Cruzeiro;CR021773;Alteração de especificação do material Rótulo bula Panacur Susp. 10% frente e verso (2000912 e 2000913);Closed;Tier 1;;Luciene Ribeiro;Samira Gaspar;;;;jan 4, 2021;jan 11, 2021;fev 15, 2021;mar 2, 2021;;mai 6, 2021;Packaging;;;;;
Cruzeiro;CR021566;Sala de Envase e Embalagem de Suspensões;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Samira Gaspar;No;No;Business/process improvement or change;dez 15, 2020;fev 5, 2021;out 18, 2024;nov 2, 2024;;nov 1, 2024;Manufacturing;;No;;nov 1, 2024;Phelipe Montenegro
Cruzeiro;CR021543;Alteração da especificação 2001931 - Frasco Panacur 1 L s/ gravação branco;Closed;Tier 1;;Thaís Sant'Anna;Samira Gaspar;;;;dez 14, 2020;dez 22, 2020;jun 29, 2021;jul 14, 2021;;set 30, 2021;Packaging;;;;;
Cruzeiro;CR021456;Atualizar as artes para o produto Panacur Suspensão 10% destinado aos países do CENCA;Closed;Tier 2;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;No;Routine (Master Data, Like-for-Like, etc);dez 10, 2020;dez 16, 2020;set 27, 2021;out 12, 2021;;set 28, 2021;Packaging;Izabel Barcza;;;;Daniele Ferreira Dos Santos
Cruzeiro;CR021434;Necessidade de implantação de procedimento para reteste e revalidação de Matérias-primas (ativo e excipiente).;Closed;Tier 1;Livia Martins Pereira;Livia Martins Pereira;Samira Gaspar;No;No;Business/process improvement or change;dez 9, 2020;dez 11, 2020;mar 26, 2021;abr 10, 2021;;set 21, 2021;Quality Control;;;;;"Aline Ishziuka; Raquel Pinto Lopes"
Cruzeiro;CR021392;Implementação da nova balança analítica Mettler Toledo XSR205DU/A;Closed;Tier 1;Isabela Salhab Costa;Isabela Salhab Costa;Samira Gaspar;No;No;Business/process improvement or change;dez 8, 2020;dez 21, 2020;mar 12, 2021;mar 27, 2021;;set 21, 2021;Quality Control;;;;;Raquel Pinto Lopes
Cruzeiro;CR021270;Revisar o procedimento C-GQ-NPP-007 Batch Record.;Closed;Tier 1;;Samira Gaspar;Maria Leticia Vilas Boas;;;;dez 2, 2020;dez 3, 2020;fev 25, 2021;mar 12, 2021;;set 20, 2021;Quality Assurance;;;;;
Cruzeiro;CR021245;Validação de limpeza do sistema produtivo de pomadas para o pior caso Vampiricid;Closed;Tier 1;Luiz Fernando Mendes;Murilo Antunes;Anderson da Silva;No;No;Business/process improvement or change;dez 1, 2020;dez 13, 2020;ago 15, 2025;ago 30, 2025;;mai 15, 2025;GTO-PTS;;;;mai 15, 2025;Heloiza Pereira
Cruzeiro;CR021238;Revisão de documentações de transporte do produto Calminex;Closed;Tier 1;Williseane Guimaraes Portugal;Williseane Guimaraes Portugal;Samira Gaspar;No;No;Safety and Environmental;dez 1, 2020;dez 16, 2020;jan 11, 2021;jan 26, 2021;;abr 16, 2021;SHE;;;;;Raquel Pinto Lopes
Cruzeiro;CR021232;Melhoria na descrição do teste de teor de sódio na TCMP da Carboximetilcelulose (C-CQ-TCMP-033);Closed;Tier 1;;Mariana Paiva Andrade;Samira Gaspar;;;;dez 1, 2020;dez 15, 2020;jan 29, 2021;fev 13, 2021;;abr 14, 2021;Quality Control;;;;;
Cruzeiro;CR021187;Implementação de novo Ultrapurificador de Água MilliQ;Closed;Tier 1;Isabela Salhab Costa;Isabela Salhab Costa;Samira Gaspar;No;No;Business/process improvement or change;nov 27, 2020;dez 21, 2020;mar 31, 2021;abr 15, 2021;;set 21, 2021;Quality Control;;;;;Raquel Pinto Lopes
Cruzeiro;CR021185;Alterar o peso padrão para conferência da balança de controle de Processo do Butox PCE 20mL.;Closed;Tier 1;;Rafael Brandão Nascimento;Samira Gaspar;;;;nov 27, 2020;nov 27, 2020;dez 4, 2020;dez 19, 2020;;mar 16, 2021;;;;;;
Cruzeiro;CR021147;Validação de limpeza do sistema de envase do produto Antidirarreico.;Pre-Implementation;Tier 1;Luiz Fernando Mendes;Luiz Fernando Mendes;Anderson da Silva;No;No;Business/process improvement or change;nov 25, 2020;dez 14, 2020;dez 19, 2025;jan 3, 2026;;;GTO-PTS;;;;;"Aline Ishziuka; Heloiza Pereira"
Cruzeiro;CR021135;Implementação de novo Refrigerador modelo MPR-414F no Controle da Qualidade;Closed;Tier 1;Isabela Salhab Costa;Isabela Salhab Costa;Samira Gaspar;No;No;Business/process improvement or change;nov 25, 2020;dez 21, 2020;abr 30, 2021;mai 15, 2021;;set 28, 2021;Quality Control;;;;;Raquel Pinto Lopes
Cruzeiro;CR021024;Implementação do Programa de Testes Reduzidos;Closed;Tier 1;Maria Paula Para Nogueira;Maria Paula Para Nogueira;Samira Gaspar;No;No;Business/process improvement or change;nov 20, 2020;jan 22, 2021;fev 11, 2022;fev 26, 2022;;fev 23, 2022;Packaging;;;;;"Aline Ishziuka; Raquel Pinto Lopes"
Cruzeiro;CR020999;Storage IT Cruzeiro;Closed;Tier 1;Abel Vieira;Abel Vieira;Samira Gaspar;No;No;Business/process improvement or change;nov 19, 2020;dez 3, 2020;dez 10, 2021;dez 25, 2021;;dez 13, 2021;IT;;;;;Raquel Pinto Lopes
